chr	start	end	size	gene	D09-468	D12-880	D12-881	D12-928	D13-708	D13-944	D14-0589	D15-0055	D15-1048	D15-1050	D15-1762	D15-1768	D16-0208	D16-0298	D17-0918	D18-0051	D18-0870	D18-1122	D18-1921	D19-0714	D19-0823	D19-0824	D19-0825	D19-1647	D19-1648	D19-1649	D20-0414	D20-0418	D20-0819	D20-1019	D20-1040	D21-0013	D21-0023	D21-0024	D21-0068	D21-0069	D21-0074	D21-0075	D21-0076	D21-0077	D21-0078	D21-0079	D21-0083	D21-0084	D21-0085	D21-0091	D22-0006	D22-0007	D22-0008	D22-0015	D22-0017	D22-0018	D22-0049	D22-0050	D22-0056	D22-0060	D22-0074	D22-0075	D22-0080	D22-0081	D22-0082	D22-0088	D22-0089	D22-0109	D22-0110	D22-0119	D22-0159	D22-0161	D22-0162	D22-0170	D23-0058	D23-0059	D23-0060	DGS-20-210
chr17	50560714	50627474	66760	CACNA1G	55.96	25.47	35.19	28.94	34.78	29.24	29.76	53.92	51.97	51.23	45.39	60.05	35.95	40.02	35.89	31.99	33.40	28.91	32.44	33.85	35.20	33.86	44.68	36.25	39.97	38.84	35.29	45.77	50.26	25.74	29.97	35.09	42.37	36.92	35.41	46.79	37.00	33.01	53.09	33.90	44.86	42.97	29.05	29.71	35.87	27.14	42.67	50.09	33.56	53.78	41.55	53.72	28.48	28.34	32.26	30.17	30.61	31.65	30.22	35.05	34.17	30.76	35.92	41.86	38.58	36.03	35.06	33.52	34.32	33.95	44.79	43.12	41.77	50.13
chr17	63600881	63608365	7484	TACO1	53.58	25.32	33.28	28.97	37.08	28.95	30.99	54.64	48.46	50.85	43.63	61.66	39.89	46.40	41.03	33.62	34.09	31.82	36.03	33.04	35.10	33.69	44.10	35.44	42.61	40.01	35.31	43.45	51.68	31.03	34.81	37.09	39.71	35.29	36.84	45.71	40.50	37.32	57.16	35.73	44.39	43.15	29.24	34.00	41.71	28.29	44.43	52.47	37.74	46.06	37.94	45.79	29.66	29.67	32.78	31.92	33.78	33.72	31.62	38.76	36.29	36.76	40.00	40.85	40.43	45.12	38.25	39.75	39.99	33.64	48.84	44.77	43.18	48.42
chr17	63938553	63972918	34365	SCN4A	54.26	25.09	34.22	28.29	33.72	28.99	28.86	55.91	50.62	49.64	45.80	58.00	36.55	40.05	37.15	32.78	33.72	29.40	32.83	34.57	33.70	32.04	44.49	35.55	39.18	38.28	36.10	46.28	50.29	25.41	29.48	35.19	41.20	37.04	35.96	44.32	37.37	33.92	52.20	36.11	44.13	42.27	29.79	30.61	35.84	26.72	42.85	48.85	33.66	52.55	40.89	51.99	28.23	27.10	31.66	29.80	30.87	30.67	30.03	34.14	35.28	31.79	36.09	42.24	39.57	35.60	34.50	33.88	34.73	34.27	45.83	42.55	40.16	50.22
chr17	64477784	64497054	19270	POLG2	57.16	25.04	31.74	29.27	36.57	30.60	29.67	53.60	47.42	47.87	45.68	62.78	46.16	41.47	44.17	34.31	37.12	32.98	33.54	34.67	37.77	35.47	47.32	38.53	42.98	40.15	33.16	42.60	55.68	30.94	36.45	38.89	41.32	36.33	38.41	46.57	37.52	36.63	56.90	34.74	44.29	44.59	33.61	35.99	42.09	31.87	44.58	52.59	40.10	45.88	39.55	43.54	32.00	32.16	33.69	32.55	35.69	35.70	33.98	40.54	37.36	40.39	44.10	47.67	43.39	46.10	42.26	40.18	41.24	37.37	49.55	46.02	45.10	48.28
chr17	70168672	70180044	11372	KCNJ2	57.40	26.41	30.22	30.60	36.23	30.56	30.83	54.29	47.46	52.11	45.73	60.27	45.84	39.84	42.87	35.23	37.40	32.33	33.74	33.93	38.63	39.08	51.48	39.33	44.85	41.86	31.53	41.74	58.38	30.90	35.29	39.40	39.73	38.17	40.30	49.86	39.52	37.95	56.39	35.32	45.15	43.10	34.42	35.11	40.73	32.79	44.89	32.81	41.91	45.82	40.98	44.70	33.71	31.36	37.49	35.55	37.31	36.77	37.13	42.70	40.98	39.95	45.40	46.60	43.69	47.04	41.96	42.14	42.30	36.98	50.27	46.88	44.99	48.06
chr17	74842022	74861504	19482	GRIN2C	53.63	26.01	36.39	28.85	33.43	27.42	26.95	53.29	51.64	51.79	45.02	57.96	34.20	38.49	34.24	31.36	31.60	26.68	32.69	33.85	33.94	32.99	42.89	34.00	40.43	38.10	36.28	47.14	49.12	24.41	28.17	32.25	41.61	36.26	36.46	45.55	35.06	31.74	51.11	32.78	43.63	40.56	28.10	28.12	35.00	25.25	40.78	46.81	31.91	54.93	41.12	52.43	27.61	28.27	31.33	27.85	29.14	29.05	26.86	33.12	31.63	30.25	34.15	38.54	38.66	33.74	32.88	32.83	32.22	32.51	42.00	42.83	40.30	51.14
chr17	74862496	74873031	10535	FDXR	52.67	26.10	36.00	29.34	34.20	28.85	29.63	55.09	51.47	52.95	43.13	55.75	36.31	38.44	34.63	31.33	32.27	26.65	32.56	33.14	33.54	33.70	42.74	36.98	40.43	37.09	36.89	46.24	47.98	26.06	30.02	34.84	43.32	37.44	35.74	43.71	35.63	31.63	51.85	34.15	43.87	41.48	26.54	31.26	34.29	24.24	43.28	48.04	32.61	52.59	40.82	53.02	28.22	27.77	31.34	29.80	28.16	31.61	27.94	31.69	33.09	30.65	36.02	39.76	36.56	34.02	33.39	34.13	32.73	31.32	41.89	41.56	40.95	49.54
chr17	75587799	75626849	39050	MYO15B	55.17	25.21	36.61	29.43	34.07	29.26	28.23	54.42	54.03	53.26	46.60	61.65	37.33	41.87	36.44	33.09	33.79	29.46	33.56	34.61	36.87	33.97	45.01	36.81	39.96	39.48	37.62	47.06	52.13	26.17	31.93	36.28	43.92	37.95	36.81	46.08	36.06	33.00	55.00	35.04	44.07	44.50	29.07	31.15	36.60	26.96	43.68	49.89	33.98	56.61	43.01	54.31	29.51	29.83	32.68	30.10	29.48	29.44	30.20	35.70	33.85	31.59	35.96	40.74	40.61	36.05	34.46	33.67	35.02	33.43	46.14	43.60	41.37	52.52
chr17	75941506	75979177	37671	ACOX1	54.80	23.61	30.75	26.59	36.00	30.24	26.66	49.77	46.88	47.16	43.66	61.36	43.50	43.73	43.82	34.19	36.07	31.34	35.36	34.40	35.67	33.59	46.54	38.60	43.04	41.18	33.30	42.75	51.69	29.60	36.06	36.19	40.89	35.87	36.88	45.12	39.14	35.60	55.98	35.13	44.64	44.08	31.40	35.20	40.16	30.82	43.81	55.60	39.38	48.37	39.30	47.20	31.39	31.11	32.79	32.52	34.72	33.67	33.68	39.20	38.21	37.30	42.51	45.38	43.35	43.83	40.88	39.87	40.02	35.49	50.19	45.51	44.15	47.48
chr17	77280568	77500596	220028	SEPTIN9	54.92	24.64	34.86	28.96	34.27	29.07	28.74	53.77	50.77	51.04	45.20	59.13	37.47	40.59	37.05	32.11	34.16	28.72	33.12	33.37	35.32	33.18	45.07	36.18	40.12	39.09	35.57	46.19	50.71	26.58	31.01	34.84	41.97	37.27	35.40	44.70	37.37	33.25	53.15	34.47	43.82	43.13	29.33	31.80	36.69	27.41	43.47	49.53	34.50	51.67	41.14	50.70	28.83	28.50	32.20	30.22	31.14	31.12	30.65	35.90	34.83	32.06	36.88	41.67	39.46	37.15	36.99	34.32	35.52	34.06	45.63	42.76	42.19	49.92
chr17	80101532	80119881	18349	GAA	57.01	27.62	36.45	31.21	36.25	30.22	29.80	56.30	53.16	54.70	48.54	62.15	37.90	41.67	37.65	33.08	37.16	30.78	33.44	35.03	34.67	35.76	44.56	39.10	42.25	39.04	36.29	47.06	50.27	26.48	32.53	38.33	46.12	39.14	37.68	48.31	38.73	33.48	53.66	33.58	45.24	43.46	31.64	32.49	37.69	28.63	44.90	48.26	34.68	54.77	44.93	53.37	29.71	31.71	32.99	31.85	30.66	31.51	31.47	37.60	35.66	32.56	38.19	42.95	40.97	38.99	35.41	35.97	36.70	37.15	47.03	45.67	43.22	52.57
chr17	80260851	80398794	137943	RNF213	56.14	24.60	33.30	28.31	35.51	30.48	29.08	52.32	49.01	49.16	45.57	60.75	41.06	43.36	40.84	34.33	35.47	30.81	34.44	35.01	35.75	33.93	46.30	37.01	41.43	40.28	35.07	43.60	53.25	28.60	34.21	36.81	41.49	37.28	36.24	45.19	37.52	35.22	54.69	35.31	45.15	44.51	31.16	33.73	38.89	29.59	44.57	54.37	37.71	49.93	41.16	49.03	30.53	30.74	33.41	32.15	34.42	33.26	33.27	38.24	37.28	36.06	41.01	44.31	41.54	41.60	39.58	37.76	38.59	35.11	47.64	44.92	43.59	48.27
chr17	80466833	80477843	11010	NPTX1	53.18	24.51	38.54	30.17	33.02	29.72	28.12	53.44	53.21	52.72	44.56	59.38	36.35	40.68	35.43	32.76	32.89	28.53	33.10	32.22	36.48	32.64	44.57	37.67	38.83	39.11	37.52	48.60	48.28	22.56	29.00	35.05	43.68	36.57	36.97	48.34	36.66	33.38	50.30	35.94	42.63	41.38	28.57	29.13	34.94	26.63	43.74	47.94	33.59	57.10	44.79	56.26	26.10	29.13	32.66	29.90	29.56	29.53	27.97	34.35	33.34	30.51	35.49	39.25	40.43	35.35	34.64	33.19	34.51	31.58	43.75	42.47	39.60	52.61
chr17	81900957	81911432	10475	PCYT2	59.21	27.54	40.76	33.78	33.36	31.42	32.21	57.16	56.89	55.21	49.49	63.60	35.83	41.88	34.65	32.51	35.73	30.38	36.15	37.25	37.98	35.59	45.96	36.65	40.26	42.15	40.07	53.46	51.85	24.03	29.67	36.37	47.18	40.02	39.94	51.13	36.29	32.49	55.97	35.02	44.51	41.44	28.32	31.41	37.51	27.35	49.31	46.30	32.29	60.11	47.49	60.15	31.84	31.59	32.67	31.14	29.27	28.45	26.64	35.21	34.60	31.74	35.69	41.44	40.29	32.94	34.15	31.52	34.23	34.47	45.61	41.62	40.73	56.64
chr18	2655725	2805017	149292	SMCHD1	60.97	27.36	31.89	31.29	37.63	32.80	33.22	52.81	48.42	49.58	48.03	63.26	47.29	42.23	46.25	37.01	38.88	32.54	35.19	33.92	38.60	37.13	52.33	40.77	44.70	42.59	33.61	42.03	59.74	32.95	38.04	39.91	40.84	38.89	40.36	50.26	39.75	37.78	58.15	35.48	45.48	45.75	35.52	37.98	44.65	33.98	46.57	47.01	44.25	44.35	41.23	42.31	33.64	32.51	35.12	35.60	38.34	37.60	37.58	43.82	41.95	41.46	47.41	49.93	46.91	49.79	46.04	44.10	45.35	38.10	52.69	47.60	48.05	46.79
chr18	10666482	11149569	483087	PIEZO2	60.11	27.53	32.83	31.09	37.45	32.04	32.51	53.73	49.15	50.01	47.46	63.66	46.33	43.46	44.39	36.39	38.43	32.78	35.65	35.11	37.63	37.11	51.05	39.91	44.44	42.52	33.91	43.65	57.65	31.97	37.41	39.90	40.58	38.14	39.28	49.91	39.39	37.07	57.83	35.86	46.16	45.42	35.12	37.51	42.63	32.64	46.51	49.67	42.18	46.42	40.48	45.45	32.79	34.15	36.92	34.93	37.94	37.03	36.54	43.10	40.71	40.87	45.93	48.56	45.35	46.32	44.56	42.27	43.67	37.06	51.74	47.41	47.13	46.93
chr18	11689263	11885685	196422	GNAL	58.82	26.12	32.89	29.51	36.48	30.73	30.92	53.78	49.30	50.07	46.76	62.39	44.61	43.55	43.44	35.16	37.23	32.06	35.58	35.06	36.63	35.96	49.48	39.72	43.48	41.59	34.61	43.60	55.70	30.71	35.88	38.48	41.00	37.51	38.05	47.85	39.16	36.18	56.92	35.88	45.43	45.10	33.58	35.82	41.11	31.96	45.01	54.56	40.55	47.26	40.08	46.52	32.27	32.38	35.51	33.45	36.80	35.46	34.95	41.21	39.06	38.60	43.90	46.63	43.82	45.30	42.42	40.55	42.07	36.94	49.98	45.68	45.85	47.82
chr18	12328943	12377227	48284	AFG3L2	57.12	25.38	33.82	28.95	37.14	32.33	29.54	51.34	49.17	49.18	46.73	62.14	43.65	43.82	43.77	35.20	37.21	31.48	35.52	35.33	36.39	34.75	48.33	39.10	42.71	41.36	34.06	43.05	54.84	30.50	36.39	37.21	41.34	37.46	38.22	45.98	39.77	37.13	57.34	36.97	46.10	46.07	32.99	36.14	40.36	30.68	44.97	55.49	39.74	47.25	40.04	46.26	31.63	33.32	35.73	33.78	37.62	35.68	34.36	41.72	39.24	39.85	44.12	47.31	43.97	44.35	42.41	40.21	43.12	37.73	50.21	45.57	45.79	48.02
chr18	23506183	23586506	80323	NPC1	58.86	26.24	33.05	29.90	37.16	31.46	30.40	52.69	49.82	48.92	46.82	61.78	44.80	44.21	44.15	35.70	37.69	32.75	35.20	35.78	37.94	36.24	49.28	38.60	43.43	40.95	34.71	42.99	55.69	31.46	36.67	39.01	42.08	38.10	37.30	48.49	38.41	36.51	57.78	35.49	45.49	45.86	34.29	36.75	41.80	31.37	45.39	55.44	40.74	48.85	39.96	47.55	32.73	32.62	35.22	33.05	37.41	36.10	35.15	41.63	39.38	39.50	44.41	46.72	43.26	46.82	42.01	40.96	41.99	36.56	50.36	46.17	45.76	46.95
chr18	31557008	31598833	41825	TTR	59.78	27.66	32.61	30.60	36.99	31.60	31.30	53.30	48.70	49.61	46.11	62.10	44.55	42.95	44.24	36.47	38.19	33.49	36.53	34.83	37.09	36.98	48.96	39.06	42.49	41.56	33.74	42.94	55.89	31.89	36.90	39.36	42.77	37.84	38.25	49.07	39.09	36.05	57.71	36.01	45.90	45.60	33.34	36.35	41.51	32.86	45.09	45.78	41.62	47.92	40.44	46.78	33.09	33.95	35.02	35.40	38.60	36.63	37.37	42.29	40.11	39.24	44.31	46.82	45.20	46.17	44.14	41.90	43.05	37.23	49.69	46.52	46.36	47.82
chr18	33578218	33751195	172977	ASXL3	61.35	28.95	32.27	31.89	38.03	33.23	33.59	53.23	49.20	50.26	48.00	64.37	48.88	40.75	45.72	37.82	39.77	32.78	35.26	34.35	38.43	38.62	53.42	40.77	44.54	43.27	33.93	42.78	60.71	33.30	39.02	41.96	39.97	38.47	41.11	52.12	39.68	37.02	56.50	35.25	46.63	45.63	36.48	38.81	44.83	34.95	47.88	25.03	45.14	43.88	41.70	42.82	34.57	34.89	38.16	35.91	38.85	37.40	38.54	44.57	42.09	43.22	47.75	49.40	46.90	49.08	46.30	45.87	46.30	38.36	53.53	47.58	48.65	46.79
chr18	34493290	34891844	398554	DTNA	61.28	28.84	32.83	32.05	37.76	32.66	33.84	53.74	48.72	50.29	48.01	64.54	48.18	42.27	46.03	37.41	39.36	33.16	35.72	34.83	37.92	38.31	52.57	40.62	44.83	42.91	34.01	42.49	59.92	32.94	38.70	40.65	40.09	38.55	40.62	51.15	39.94	37.48	57.62	35.89	46.23	45.75	35.95	38.69	43.79	33.89	47.10	36.40	44.34	45.41	40.75	44.08	34.06	34.45	37.04	36.06	38.81	37.82	37.80	44.11	41.81	41.79	46.87	49.68	46.86	48.81	46.00	44.86	44.89	37.89	52.80	47.87	48.09	46.98
chr18	46080247	46104334	24087	ATP5F1A	55.58	24.13	31.68	27.14	35.70	29.97	28.37	50.65	48.34	49.56	45.45	60.57	44.54	43.29	42.40	35.57	36.52	32.95	35.61	35.24	36.77	34.98	46.36	38.81	42.93	41.34	34.42	42.75	56.70	30.31	36.69	39.20	41.55	37.08	38.11	45.10	38.93	35.68	57.30	36.23	44.97	46.21	32.87	35.49	40.92	30.80	45.75	55.17	39.49	46.47	40.86	45.47	31.12	31.50	33.38	32.84	36.37	34.79	34.28	40.33	38.20	38.14	43.65	45.63	43.90	44.62	41.47	41.22	41.01	36.40	48.24	45.12	44.81	47.92
chr18	79679802	79754503	74701	CTDP1	57.82	25.69	34.62	28.73	36.12	31.08	28.97	52.64	51.85	51.41	46.61	61.29	41.09	43.72	39.87	34.78	37.35	31.43	35.35	35.82	36.38	34.48	46.97	38.08	42.99	40.39	35.88	45.86	52.95	29.10	34.74	38.42	43.19	38.46	37.89	47.59	38.80	35.33	56.22	36.32	44.97	44.87	32.56	35.36	39.16	30.08	46.43	54.89	38.26	52.32	42.83	51.87	31.89	30.84	35.75	33.23	34.11	34.06	33.33	39.87	38.25	36.68	40.66	45.55	42.07	40.64	38.74	36.80	38.32	34.61	47.80	45.02	44.48	49.32
chr19	1039996	1065572	25576	ABCA7	54.09	22.58	35.48	26.44	32.34	29.09	26.20	53.94	49.28	50.08	44.57	57.86	33.81	38.97	35.17	30.99	32.59	27.44	30.92	34.41	34.10	32.01	43.38	33.58	40.04	39.45	34.88	44.90	49.50	25.30	29.27	33.86	44.57	35.83	34.86	43.12	36.14	30.62	50.64	33.96	41.36	42.49	28.86	29.84	33.93	25.76	42.47	44.68	31.21	56.01	42.06	56.09	28.34	28.12	31.34	27.46	28.17	27.71	26.81	33.77	33.13	29.77	33.03	39.57	37.25	33.01	31.76	32.37	32.91	34.57	42.34	42.18	40.08	48.29
chr19	1383526	1395589	12063	NDUFS7	59.51	24.73	37.29	29.01	36.30	31.01	28.63	57.65	55.82	52.93	49.33	62.48	38.38	41.94	39.06	33.41	36.10	29.75	37.52	36.65	39.37	34.97	48.43	40.58	41.93	42.87	35.47	47.97	52.46	27.99	31.96	39.25	44.68	40.21	38.70	49.85	38.92	34.66	56.42	35.19	46.19	47.45	29.62	29.83	38.90	28.71	45.37	51.80	35.17	57.45	47.78	56.32	30.18	30.22	33.67	31.79	31.80	33.00	30.88	35.97	36.15	32.86	37.07	44.47	41.78	35.12	34.59	35.45	35.97	36.74	49.15	47.04	42.41	54.41
chr19	3630182	3700468	70286	PIP5K1C	54.08	23.47	36.35	28.64	33.24	28.83	27.95	53.67	51.65	51.05	45.46	59.49	35.55	40.08	35.94	32.56	33.48	28.88	33.22	34.65	34.85	32.90	44.24	36.13	39.84	39.56	37.04	47.07	49.87	25.30	29.44	33.89	43.88	37.33	35.71	45.04	36.71	32.08	52.02	34.68	43.19	43.35	27.53	29.46	35.33	25.98	43.85	47.38	32.80	55.33	43.73	54.45	27.45	28.42	31.43	29.95	28.80	29.24	29.06	33.79	34.52	30.77	33.83	40.44	38.77	34.06	33.40	32.55	33.90	33.75	43.75	43.37	41.93	51.79
chr19	3879863	3928082	48219	ATCAY	53.11	21.34	32.04	24.87	33.45	29.34	25.35	49.43	46.52	48.60	42.85	57.11	38.81	40.89	37.58	31.96	33.81	29.58	33.43	34.57	33.35	32.57	42.03	36.51	38.99	37.74	33.73	42.34	49.89	26.96	32.33	34.70	39.65	35.76	33.10	41.75	36.40	33.31	52.05	33.72	42.61	42.61	28.60	30.80	36.29	27.66	41.86	51.40	35.77	48.20	39.34	48.23	27.86	28.14	30.80	29.15	31.40	30.25	29.42	35.01	33.88	33.21	38.56	40.92	38.99	37.52	36.23	34.01	35.51	32.86	43.72	40.32	41.11	47.18
chr19	3976055	3985463	9408	EEF2	57.25	25.40	38.33	30.78	36.40	31.59	31.32	58.03	51.19	52.98	50.89	60.45	37.84	42.62	38.78	36.48	34.45	32.03	35.37	36.61	39.23	36.43	45.20	38.34	41.86	42.85	40.78	46.60	51.34	28.51	32.21	39.78	46.53	42.07	38.96	49.76	37.36	33.29	56.50	38.41	47.41	48.04	30.96	33.73	37.45	28.19	45.88	50.02	37.10	58.44	44.50	58.41	31.67	30.21	32.88	34.18	30.50	33.16	31.47	38.52	38.30	33.71	37.13	42.96	42.37	38.06	34.32	37.83	36.39	34.08	47.56	45.02	44.06	54.04
chr19	6361426	6370242	8816	CLPP	49.39	20.04	28.82	23.01	29.47	27.11	22.27	50.79	45.72	47.47	41.09	56.71	35.54	39.04	36.66	29.64	32.78	27.05	31.70	31.71	31.97	28.05	39.10	33.76	38.58	35.18	32.41	40.48	45.29	24.46	28.48	30.37	39.99	32.62	31.24	40.34	35.15	31.09	48.23	31.77	39.32	38.88	27.53	28.58	33.38	24.82	39.41	45.21	33.18	46.68	37.99	44.12	26.23	27.05	28.43	26.61	29.83	29.96	26.78	32.84	31.50	30.43	34.28	37.33	34.55	35.62	34.89	32.46	35.30	32.59	40.76	39.73	38.87	45.26
chr19	6494318	6502848	8530	TUBB4A	53.33	21.45	30.96	28.23	30.08	28.09	24.20	50.40	48.12	45.28	42.33	58.18	34.31	40.98	38.24	31.29	34.74	29.98	33.57	30.80	32.34	33.55	43.46	35.96	40.61	37.32	32.56	41.45	48.98	25.87	29.24	34.13	41.75	35.24	34.54	43.80	37.88	32.60	51.82	33.51	40.23	41.73	27.05	30.65	35.30	27.21	43.06	49.67	34.05	51.25	41.18	50.19	30.04	27.96	30.69	29.11	28.16	29.88	27.60	33.60	33.14	30.31	33.79	40.52	35.12	35.39	36.46	32.90	32.58	31.89	43.45	41.26	40.67	51.60
chr19	7534003	7561764	27761	PNPLA6	56.36	23.11	33.94	26.74	35.35	29.87	27.64	53.58	51.37	49.95	45.77	60.95	37.49	42.30	37.13	32.99	33.63	30.09	34.35	35.02	35.75	33.69	44.76	37.65	40.90	40.13	35.23	45.90	51.47	27.41	30.36	36.10	43.56	37.89	36.27	44.75	38.53	35.36	53.64	36.86	45.06	45.29	29.64	31.83	37.17	28.09	45.81	50.64	33.94	52.11	42.71	54.04	29.58	29.55	33.58	29.39	30.31	31.44	30.97	36.13	36.48	33.65	37.81	42.99	40.29	36.73	36.44	35.42	36.39	34.44	46.68	45.58	43.14	50.42
chr19	7629787	7631956	2169	PET100	44.67	23.58	32.61	31.57	31.23	27.35	31.73	52.54	45.21	48.46	44.91	52.24	31.86	36.39	33.74	26.74	28.78	26.17	33.05	29.88	31.46	35.84	41.88	32.51	33.64	35.44	33.76	41.67	42.40	22.32	29.65	34.58	36.66	30.29	34.37	41.92	35.60	25.19	50.53	30.53	38.33	36.14	28.18	26.91	31.93	24.00	40.68	48.16	32.87	45.17	40.09	47.57	23.24	23.05	26.64	27.57	27.10	31.18	30.10	34.40	30.28	26.28	32.92	36.43	32.61	34.56	32.24	26.72	31.25	31.89	37.87	39.30	39.31	44.63
chr19	10133341	10231286	97945	DNMT1	55.91	23.38	32.49	27.29	35.90	29.72	27.39	53.14	49.29	49.14	45.55	60.15	40.57	43.94	41.27	34.23	34.85	32.16	35.24	35.12	34.78	33.30	44.98	37.64	41.38	40.01	34.27	44.52	52.77	28.57	34.70	36.75	41.46	37.63	36.28	43.12	38.51	34.48	55.84	35.56	44.76	44.50	30.60	33.84	38.22	28.59	43.74	53.31	37.62	49.70	41.59	49.42	29.46	30.51	33.36	31.70	34.18	32.74	32.29	38.13	36.18	35.82	40.42	43.93	40.67	41.08	38.71	37.10	37.79	34.87	47.65	43.61	43.09	48.13
chr19	10309915	10316015	6100	FDX2	52.33	18.86	29.50	22.83	34.64	28.49	21.71	51.70	45.93	47.90	44.53	59.23	37.43	40.12	35.94	31.22	30.01	28.96	33.41	31.81	34.45	31.15	39.96	34.61	39.85	38.94	33.49	44.67	50.78	24.72	30.83	34.93	36.56	34.00	32.13	38.91	36.08	31.80	53.01	35.28	42.20	43.36	28.14	29.57	33.74	27.16	43.10	50.32	32.27	45.65	38.66	50.26	26.41	30.24	28.25	29.31	31.43	30.78	27.89	34.09	30.41	31.36	35.24	40.44	38.88	35.16	36.09	32.75	36.83	33.40	44.84	42.99	39.66	48.36
chr19	10718054	10833488	115434	DNM2	55.01	23.37	33.53	28.10	34.46	29.10	27.07	52.95	49.10	50.83	44.56	59.44	39.12	42.92	39.01	33.16	34.48	30.44	34.47	35.18	34.62	33.23	43.88	36.86	40.47	39.11	35.40	45.47	51.62	27.67	32.68	35.34	42.29	36.16	34.96	43.56	37.93	34.55	54.61	35.02	44.73	44.01	30.37	32.75	37.26	27.90	43.64	51.62	35.58	50.39	41.37	50.58	29.37	28.58	31.30	30.29	32.64	32.02	30.60	35.51	35.68	34.11	38.17	42.10	39.69	39.51	36.75	35.37	36.38	33.56	45.78	42.82	42.91	49.22
chr19	13206441	13624489	418048	CACNA1A	54.63	24.25	31.99	27.75	34.75	29.45	28.55	51.55	47.87	48.36	44.43	59.05	40.81	42.08	40.42	33.23	34.96	30.94	33.76	33.22	34.81	33.34	45.40	37.27	40.95	39.29	33.79	42.85	52.08	28.55	33.38	35.29	40.06	36.39	35.35	43.88	36.99	34.30	54.31	34.09	43.45	43.03	30.87	33.20	37.85	28.97	43.03	51.90	37.16	47.42	39.95	46.60	29.49	29.80	32.95	30.85	33.79	32.79	31.98	37.69	35.74	35.93	40.51	43.23	40.42	40.84	38.73	37.34	38.29	34.52	46.92	43.61	42.60	46.70
chr19	15159037	15200995	41958	NOTCH3	53.03	23.32	33.68	26.84	33.10	28.19	27.47	51.60	49.51	49.29	43.41	58.34	35.89	40.54	36.98	31.38	33.69	28.62	32.70	33.41	35.31	32.22	42.56	35.86	39.90	38.81	34.31	44.00	49.59	26.36	30.34	34.03	42.07	36.67	34.13	42.93	35.85	32.81	52.10	33.60	43.15	42.57	28.76	30.52	37.48	26.98	43.43	48.41	33.17	51.18	41.86	50.79	27.89	28.05	30.54	27.95	30.63	30.21	28.81	35.19	34.25	31.96	36.40	40.58	38.14	35.60	35.49	34.39	35.55	33.20	43.56	42.29	40.10	48.55
chr19	19063993	19113030	49037	SLC25A42	54.94	23.94	33.32	27.23	35.56	30.65	27.44	53.44	49.38	50.36	46.14	58.21	39.49	42.53	38.50	34.68	35.60	31.39	35.24	35.59	35.51	33.77	44.24	37.05	41.11	37.92	35.78	44.60	51.82	27.59	33.00	35.00	41.31	37.38	35.87	43.51	38.87	35.73	56.22	34.68	45.60	45.00	30.65	33.57	38.36	28.26	44.95	53.69	36.06	52.13	41.84	52.38	29.50	29.92	32.73	31.08	32.30	32.44	30.74	37.21	35.78	33.98	38.80	43.55	40.21	38.94	37.73	36.52	38.22	35.06	47.62	44.42	43.61	49.46
chr19	29698936	29715789	16853	C19orf12	55.20	22.72	34.15	27.57	33.36	28.57	26.13	51.94	51.29	50.51	44.18	57.24	40.08	43.69	39.08	34.49	35.24	30.88	31.70	34.87	35.24	33.73	46.95	36.29	41.25	37.82	34.12	43.79	50.43	28.39	34.11	35.73	39.77	37.02	35.47	45.83	37.71	36.08	53.62	35.04	42.77	42.73	29.82	32.86	37.70	28.70	44.41	52.74	36.86	48.20	38.98	46.84	28.57	30.26	32.64	29.89	32.90	32.59	31.74	36.86	35.83	34.60	40.37	43.40	41.47	38.42	38.94	37.68	38.16	35.34	46.53	44.93	45.22	49.93
chr19	32875924	32971991	96067	CEP89	56.33	24.43	33.24	28.05	35.87	30.37	29.21	53.65	48.56	49.16	45.75	60.71	42.02	43.55	42.71	34.67	36.54	31.91	34.82	34.70	35.33	34.42	46.87	37.80	42.60	40.89	34.93	42.73	55.17	29.98	34.82	37.14	39.77	37.30	36.54	46.53	37.72	35.97	55.52	35.28	45.21	44.47	32.58	34.25	39.67	30.31	44.46	54.16	40.31	46.35	40.42	45.83	30.74	31.61	34.51	32.11	34.92	34.65	33.67	39.07	38.05	37.26	41.91	44.19	42.32	43.02	40.93	38.40	39.96	35.96	48.97	43.92	44.82	46.83
chr19	35124512	35142451	17939	LGI4	54.89	25.86	36.20	30.52	34.41	31.43	30.45	55.36	53.18	52.82	45.23	58.16	36.85	39.60	37.02	33.39	33.64	29.23	32.96	33.48	35.22	31.16	45.56	37.39	41.17	39.52	35.19	46.28	48.66	26.08	31.22	34.64	42.89	38.07	36.98	47.80	37.68	33.31	51.59	35.03	43.22	43.02	29.04	31.40	38.13	27.07	43.67	48.73	34.12	52.74	41.64	51.41	28.33	29.11	31.99	30.26	31.95	30.21	30.08	35.37	35.40	31.55	36.05	41.88	39.25	34.53	34.73	36.35	36.15	34.51	45.00	44.53	42.06	49.39
